geofips,geoname,year,per_capita_personal_income_usd
06051,"Mono, CA",2021,63543.0
06051,"Mono, CA",2022,66439.0
06051,"Mono, CA",2023,69431.0
06051,"Mono, CA",2024,75036.0
06053,"Monterey, CA",2019,55690.0
06053,"Monterey, CA",2020,60857.0
06053,"Monterey, CA",2021,64947.0
06053,"Monterey, CA",2022,65611.0
06053,"Monterey, CA",2023,69644.0
06053,"Monterey, CA",2024,74175.0
06055,"Napa, CA",2019,73298.0
06055,"Napa, CA",2020,83021.0
06055,"Napa, CA",2021,87446.0
06055,"Napa, CA",2022,89224.0
06055,"Napa, CA",2023,96148.0
06055,"Napa, CA",2024,103017.0
06057,"Nevada, CA",2019,60440.0
06057,"Nevada, CA",2020,65075.0
06057,"Nevada, CA",2021,70627.0
06057,"Nevada, CA",2022,71651.0
06057,"Nevada, CA",2023,76225.0
06057,"Nevada, CA",2024,80346.0
06059,"Orange, CA",2019,69616.0
06059,"Orange, CA",2020,75080.0
06059,"Orange, CA",2021,81861.0
06059,"Orange, CA",2022,84577.0
06059,"Orange, CA",2023,89480.0
06059,"Orange, CA",2024,94034.0
06061,"Placer, CA",2019,67667.0
06061,"Placer, CA",2020,73223.0
06061,"Placer, CA",2021,79633.0
06061,"Placer, CA",2022,80551.0
06061,"Placer, CA",2023,83911.0
06061,"Placer, CA",2024,87751.0
06063,"Plumas, CA",2019,49299.0
06063,"Plumas, CA",2020,54496.0
06063,"Plumas, CA",2021,58769.0
06063,"Plumas, CA",2022,60396.0
06063,"Plumas, CA",2023,65278.0
06063,"Plumas, CA",2024,71569.0
06065,"Riverside, CA",2019,43122.0
06065,"Riverside, CA",2020,47600.0
06065,"Riverside, CA",2021,51584.0
06065,"Riverside, CA",2022,51449.0
06065,"Riverside, CA",2023,53350.0
06065,"Riverside, CA",2024,56404.0
06067,"Sacramento, CA",2019,52551.0
06067,"Sacramento, CA",2020,57575.0
06067,"Sacramento, CA",2021,61795.0
06067,"Sacramento, CA",2022,62314.0
06067,"Sacramento, CA",2023,65388.0
06067,"Sacramento, CA",2024,69693.0
06069,"San Benito, CA",2019,54121.0
06069,"San Benito, CA",2020,60646.0
06069,"San Benito, CA",2021,62398.0
06069,"San Benito, CA",2022,62415.0
06069,"San Benito, CA",2023,65041.0
06069,"San Benito, CA",2024,69967.0
06071,"San Bernardino, CA",2019,41078.0
06071,"San Bernardino, CA",2020,45341.0
06071,"San Bernardino, CA",2021,49824.0
06071,"San Bernardino, CA",2022,49214.0
06071,"San Bernardino, CA",2023,50698.0
06071,"San Bernardino, CA",2024,53991.0
06073,"San Diego, CA",2019,62058.0
06073,"San Diego, CA",2020,67479.0
06073,"San Diego, CA",2021,73319.0
06073,"San Diego, CA",2022,75055.0
06073,"San Diego, CA",2023,79921.0
06073,"San Diego, CA",2024,84312.0
06075,"San Francisco, CA",2019,127302.0
06075,"San Francisco, CA",2020,136856.0
06075,"San Francisco, CA",2021,160328.0
06075,"San Francisco, CA",2022,153759.0
06075,"San Francisco, CA",2023,162335.0
06075,"San Francisco, CA",2024,171497.0
06077,"San Joaquin, CA",2019,45284.0
06077,"San Joaquin, CA",2020,51630.0
06077,"San Joaquin, CA",2021,56068.0
06077,"San Joaquin, CA",2022,56457.0
06077,"San Joaquin, CA",2023,58160.0
06077,"San Joaquin, CA",2024,63017.0
06079,"San Luis Obispo, CA",2019,59023.0
06079,"San Luis Obispo, CA",2020,63182.0
06079,"San Luis Obispo, CA",2021,68653.0
06079,"San Luis Obispo, CA",2022,68999.0
06079,"San Luis Obispo, CA",2023,73274.0
06079,"San Luis Obispo, CA",2024,77564.0
06081,"San Mateo, CA",2019,129067.0
06081,"San Mateo, CA",2020,141322.0
06081,"San Mateo, CA",2021,174510.0
06081,"San Mateo, CA",2022,162109.0
06081,"San Mateo, CA",2023,171038.0
06081,"San Mateo, CA",2024,179656.0
06083,"Santa Barbara, CA",2019,62413.0
06083,"Santa Barbara, CA",2020,69116.0
06083,"Santa Barbara, CA",2021,76898.0
06083,"Santa Barbara, CA",2022,78437.0
06083,"Santa Barbara, CA",2023,83529.0
06083,"Santa Barbara, CA",2024,88347.0
06085,"Santa Clara, CA",2019,112573.0
06085,"Santa Clara, CA",2020,122266.0
06085,"Santa Clara, CA",2021,145029.0
06085,"Santa Clara, CA",2022,141894.0
06085,"Santa Clara, CA",2023,149429.0
06085,"Santa Clara, CA",2024,157620.0
06087,"Santa Cruz, CA",2019,69475.0
06087,"Santa Cruz, CA",2020,76958.0
06087,"Santa Cruz, CA",2021,88568.0
06087,"Santa Cruz, CA",2022,82838.0
06087,"Santa Cruz, CA",2023,87608.0
06087,"Santa Cruz, CA",2024,93580.0
06089,"Shasta, CA",2019,45647.0
06089,"Shasta, CA",2020,51208.0
06089,"Shasta, CA",2021,54425.0
06089,"Shasta, CA",2022,54551.0
06089,"Shasta, CA",2023,57160.0
06089,"Shasta, CA",2024,61769.0
06091,"Sierra, CA",2019,41762.0
06091,"Sierra, CA",2020,45370.0
06091,"Sierra, CA",2021,47424.0
06091,"Sierra, CA",2022,51014.0
06091,"Sierra, CA",2023,52839.0
06091,"Sierra, CA",2024,56704.0
06093,"Siskiyou, CA",2019,43374.0
06093,"Siskiyou, CA",2020,49601.0
06093,"Siskiyou, CA",2021,52859.0
06093,"Siskiyou, CA",2022,52374.0
06093,"Siskiyou, CA",2023,55090.0
06093,"Siskiyou, CA",2024,61164.0
06095,"Solano, CA",2019,51607.0
06095,"Solano, CA",2020,58630.0
06095,"Solano, CA",2021,59802.0
06095,"Solano, CA",2022,60904.0
06095,"Solano, CA",2023,63212.0
06095,"Solano, CA",2024,67744.0
06097,"Sonoma, CA",2019,65926.0
06097,"Sonoma, CA",2020,72602.0
06097,"Sonoma, CA",2021,78446.0
06097,"Sonoma, CA",2022,78666.0
06097,"Sonoma, CA",2023,83375.0
06097,"Sonoma, CA",2024,88832.0
06099,"Stanislaus, CA",2019,43430.0
06099,"Stanislaus, CA",2020,48678.0
06099,"Stanislaus, CA",2021,52417.0
06099,"Stanislaus, CA",2022,51572.0
06099,"Stanislaus, CA",2023,52853.0
06099,"Stanislaus, CA",2024,56741.0
06101,"Sutter, CA",2019,43870.0
06101,"Sutter, CA",2020,49430.0
06101,"Sutter, CA",2021,53620.0
06101,"Sutter, CA",2022,52365.0
06101,"Sutter, CA",2023,54054.0
06101,"Sutter, CA",2024,57844.0
06103,"Tehama, CA",2019,39991.0
06103,"Tehama, CA",2020,44489.0
06103,"Tehama, CA",2021,48095.0
06103,"Tehama, CA",2022,46935.0
06103,"Tehama, CA",2023,49790.0
06103,"Tehama, CA",2024,53402.0
06105,"Trinity, CA",2019,31431.0
06105,"Trinity, CA",2020,33298.0
06105,"Trinity, CA",2021,35893.0
06105,"Trinity, CA",2022,36297.0
06105,"Trinity, CA",2023,38483.0
06105,"Trinity, CA",2024,42191.0
06107,"Tulare, CA",2019,39837.0
06107,"Tulare, CA",2020,45579.0
06107,"Tulare, CA",2021,49104.0
06107,"Tulare, CA",2022,47655.0
06107,"Tulare, CA",2023,48757.0
06107,"Tulare, CA",2024,53098.0
06109,"Tuolumne, CA",2019,45744.0
06109,"Tuolumne, CA",2020,49606.0
06109,"Tuolumne, CA",2021,52970.0
06109,"Tuolumne, CA",2022,53583.0
06109,"Tuolumne, CA",2023,56885.0
06109,"Tuolumne, CA",2024,61604.0
06111,"Ventura, CA",2019,62933.0
06111,"Ventura, CA",2020,67737.0
06111,"Ventura, CA",2021,74496.0
06111,"Ventura, CA",2022,74454.0
06111,"Ventura, CA",2023,77940.0
06111,"Ventura, CA",2024,82558.0
06113,"Yolo, CA",2019,55300.0
06113,"Yolo, CA",2020,59784.0
06113,"Yolo, CA",2021,66164.0
06113,"Yolo, CA",2022,63771.0
06113,"Yolo, CA",2023,67061.0
06113,"Yolo, CA",2024,71044.0
06115,"Yuba, CA",2019,41231.0
06115,"Yuba, CA",2020,45542.0
06115,"Yuba, CA",2021,49373.0
06115,"Yuba, CA",2022,48993.0
06115,"Yuba, CA",2023,50601.0
06115,"Yuba, CA",2024,54741.0
08001,"Adams, CO*",2019,45004.0
08001,"Adams, CO*",2020,48468.0
08001,"Adams, CO*",2021,53186.0
08001,"Adams, CO*",2022,56627.0
08001,"Adams, CO*",2023,58328.0
08001,"Adams, CO*",2024,60273.0
08003,"Alamosa, CO",2019,37931.0
08003,"Alamosa, CO",2020,40757.0
08003,"Alamosa, CO",2021,44301.0
08003,"Alamosa, CO",2022,44214.0
08003,"Alamosa, CO",2023,46085.0
08003,"Alamosa, CO",2024,46523.0
08005,"Arapahoe, CO",2019,64494.0
08005,"Arapahoe, CO",2020,68974.0
08005,"Arapahoe, CO",2021,73706.0
08005,"Arapahoe, CO",2022,77807.0
08005,"Arapahoe, CO",2023,81281.0
08005,"Arapahoe, CO",2024,84131.0
08007,"Archuleta, CO",2019,46428.0
08007,"Archuleta, CO",2020,50452.0
08007,"Archuleta, CO",2021,53587.0
08007,"Archuleta, CO",2022,55736.0
08007,"Archuleta, CO",2023,57811.0
08007,"Archuleta, CO",2024,62563.0
08009,"Baca, CO",2019,40324.0
08009,"Baca, CO",2020,46140.0
08009,"Baca, CO",2021,50011.0
08009,"Baca, CO",2022,57845.0
08009,"Baca, CO",2023,62513.0
08009,"Baca, CO",2024,53426.0
08011,"Bent, CO",2019,27141.0
08011,"Bent, CO",2020,30153.0
08011,"Bent, CO",2021,35001.0
08011,"Bent, CO",2022,34240.0
08011,"Bent, CO",2023,34992.0
08011,"Bent, CO",2024,34964.0
08013,"Boulder, CO*",2019,78583.0
08013,"Boulder, CO*",2020,81978.0
08013,"Boulder, CO*",2021,92885.0
08013,"Boulder, CO*",2022,95621.0
08013,"Boulder, CO*",2023,101124.0
08013,"Boulder, CO*",2024,104808.0
08014,"Broomfield, CO*",2019,72466.0
08014,"Broomfield, CO*",2020,74921.0
08014,"Broomfield, CO*",2021,81492.0
08014,"Broomfield, CO*",2022,86027.0
08014,"Broomfield, CO*",2023,89643.0
08014,"Broomfield, CO*",2024,93044.0
08015,"Chaffee, CO",2019,52403.0
08015,"Chaffee, CO",2020,55980.0
08015,"Chaffee, CO",2021,62335.0
08015,"Chaffee, CO",2022,62995.0
08015,"Chaffee, CO",2023,68213.0
08015,"Chaffee, CO",2024,71431.0
08017,"Cheyenne, CO",2019,54145.0
08017,"Cheyenne, CO",2020,46671.0
08017,"Cheyenne, CO",2021,68676.0
08017,"Cheyenne, CO",2022,79152.0
08017,"Cheyenne, CO",2023,86116.0
08017,"Cheyenne, CO",2024,79060.0
08019,"Clear Creek, CO",2019,65677.0
08019,"Clear Creek, CO",2020,69047.0
08019,"Clear Creek, CO",2021,72886.0
08019,"Clear Creek, CO",2022,75208.0
08019,"Clear Creek, CO",2023,81163.0
08019,"Clear Creek, CO",2024,85137.0
08021,"Conejos, CO",2019,38442.0
08021,"Conejos, CO",2020,41095.0
08021,"Conejos, CO",2021,45861.0
08021,"Conejos, CO",2022,45708.0
08021,"Conejos, CO",2023,47830.0
08021,"Conejos, CO",2024,47836.0
08023,"Costilla, CO",2019,37340.0
08023,"Costilla, CO",2020,39413.0
08023,"Costilla, CO",2021,41935.0
08023,"Costilla, CO",2022,40635.0
08023,"Costilla, CO",2023,42933.0
08023,"Costilla, CO",2024,43334.0
08025,"Crowley, CO",2019,19655.0
08025,"Crowley, CO",2020,22494.0
08025,"Crowley, CO",2021,25175.0
08025,"Crowley, CO",2022,24277.0
08025,"Crowley, CO",2023,26114.0
08025,"Crowley, CO",2024,27232.0
08027,"Custer, CO",2019,45922.0
08027,"Custer, CO",2020,47976.0
08027,"Custer, CO",2021,51304.0
08027,"Custer, CO",2022,52322.0
08027,"Custer, CO",2023,55244.0
08027,"Custer, CO",2024,58809.0
08029,"Delta, CO",2019,38499.0
08029,"Delta, CO",2020,42566.0
08029,"Delta, CO",2021,46383.0
08029,"Delta, CO",2022,48405.0
08029,"Delta, CO",2023,50688.0
08029,"Delta, CO",2024,53170.0
08031,"Denver, CO",2019,84048.0
08031,"Denver, CO",2020,86693.0
08031,"Denver, CO",2021,103649.0
08031,"Denver, CO",2022,114859.0
08031,"Denver, CO",2023,116777.0
08031,"Denver, CO",2024,119263.0
08033,"Dolores, CO",2019,35573.0
08033,"Dolores, CO",2020,37444.0
08033,"Dolores, CO",2021,42184.0
08033,"Dolores, CO",2022,40128.0
08033,"Dolores, CO",2023,40493.0
08033,"Dolores, CO",2024,42287.0
08035,"Douglas, CO",2019,76598.0
08035,"Douglas, CO",2020,83155.0
08035,"Douglas, CO",2021,90010.0
08035,"Douglas, CO",2022,97519.0
08035,"Douglas, CO",2023,103592.0
08035,"Douglas, CO",2024,107204.0
08037,"Eagle, CO",2019,82532.0
08037,"Eagle, CO",2020,89022.0
08037,"Eagle, CO",2021,102843.0
08037,"Eagle, CO",2022,117417.0
08037,"Eagle, CO",2023,130343.0
08037,"Eagle, CO",2024,137706.0
08039,"Elbert, CO",2019,62688.0
08039,"Elbert, CO",2020,65070.0
08039,"Elbert, CO",2021,71490.0
08039,"Elbert, CO",2022,73744.0
08039,"Elbert, CO",2023,76435.0
08039,"Elbert, CO",2024,79244.0
08041,"El Paso, CO",2019,50511.0
08041,"El Paso, CO",2020,54293.0
08041,"El Paso, CO",2021,59550.0
08041,"El Paso, CO",2022,61728.0
08041,"El Paso, CO",2023,65598.0
08041,"El Paso, CO",2024,68934.0
08043,"Fremont, CO",2019,34700.0
08043,"Fremont, CO",2020,38305.0
08043,"Fremont, CO",2021,41747.0
08043,"Fremont, CO",2022,42329.0
08043,"Fremont, CO",2023,43713.0
08043,"Fremont, CO",2024,45918.0
08045,"Garfield, CO",2019,58064.0
08045,"Garfield, CO",2020,58957.0
08045,"Garfield, CO",2021,62361.0
08045,"Garfield, CO",2022,66724.0
08045,"Garfield, CO",2023,71390.0
08045,"Garfield, CO",2024,74757.0
08047,"Gilpin, CO",2019,53330.0
08047,"Gilpin, CO",2020,56095.0
08047,"Gilpin, CO",2021,62864.0
08047,"Gilpin, CO",2022,66533.0
08047,"Gilpin, CO",2023,70211.0
08047,"Gilpin, CO",2024,73129.0
08049,"Grand, CO",2019,54240.0
08049,"Grand, CO",2020,55868.0
08049,"Grand, CO",2021,63213.0
08049,"Grand, CO",2022,70055.0
08049,"Grand, CO",2023,75899.0
08049,"Grand, CO",2024,81305.0
08051,"Gunnison, CO",2019,51272.0
08051,"Gunnison, CO",2020,55770.0
08051,"Gunnison, CO",2021,62001.0
08051,"Gunnison, CO",2022,66080.0
08051,"Gunnison, CO",2023,70832.0
08051,"Gunnison, CO",2024,75184.0
08053,"Hinsdale, CO",2019,51653.0
08053,"Hinsdale, CO",2020,53676.0
08053,"Hinsdale, CO",2021,59764.0
08053,"Hinsdale, CO",2022,63492.0
08053,"Hinsdale, CO",2023,73076.0
08053,"Hinsdale, CO",2024,74083.0
08055,"Huerfano, CO",2019,41041.0
08055,"Huerfano, CO",2020,44696.0
08055,"Huerfano, CO",2021,49505.0
08055,"Huerfano, CO",2022,47028.0
08055,"Huerfano, CO",2023,51149.0
08055,"Huerfano, CO",2024,53491.0
08057,"Jackson, CO",2019,54470.0
08057,"Jackson, CO",2020,57702.0
08057,"Jackson, CO",2021,61789.0
08057,"Jackson, CO",2022,66508.0
08057,"Jackson, CO",2023,72290.0
08057,"Jackson, CO",2024,77936.0
08059,"Jefferson, CO*",2019,65967.0
08059,"Jefferson, CO*",2020,68574.0
08059,"Jefferson, CO*",2021,75528.0
08059,"Jefferson, CO*",2022,81739.0
08059,"Jefferson, CO*",2023,85359.0
08059,"Jefferson, CO*",2024,88698.0
08061,"Kiowa, CO",2019,51903.0
08061,"Kiowa, CO",2020,54089.0
08061,"Kiowa, CO",2021,68626.0
08061,"Kiowa, CO",2022,69737.0
08061,"Kiowa, CO",2023,80569.0
08061,"Kiowa, CO",2024,74364.0
08063,"Kit Carson, CO",2019,41737.0
08063,"Kit Carson, CO",2020,41568.0
08063,"Kit Carson, CO",2021,52972.0
08063,"Kit Carson, CO",2022,51618.0
08063,"Kit Carson, CO",2023,55646.0
08063,"Kit Carson, CO",2024,52550.0
08065,"Lake, CO",2019,39575.0
08065,"Lake, CO",2020,43956.0
08065,"Lake, CO",2021,48652.0
08065,"Lake, CO",2022,51619.0
08065,"Lake, CO",2023,54433.0
08065,"Lake, CO",2024,58221.0
08067,"La Plata, CO",2019,58995.0
08067,"La Plata, CO",2020,60705.0
08067,"La Plata, CO",2021,65442.0
08067,"La Plata, CO",2022,71921.0
08067,"La Plata, CO",2023,77474.0
08067,"La Plata, CO",2024,81031.0
08069,"Larimer, CO",2019,56225.0
08069,"Larimer, CO",2020,59515.0
08069,"Larimer, CO",2021,65120.0
08069,"Larimer, CO",2022,67835.0
08069,"Larimer, CO",2023,71264.0
08069,"Larimer, CO",2024,73894.0
08071,"Las Animas, CO",2019,37778.0
08071,"Las Animas, CO",2020,41943.0
08071,"Las Animas, CO",2021,45060.0
08071,"Las Animas, CO",2022,46096.0
08071,"Las Animas, CO",2023,47166.0
08071,"Las Animas, CO",2024,47422.0
08073,"Lincoln, CO",2019,29453.0
08073,"Lincoln, CO",2020,33224.0
08073,"Lincoln, CO",2021,37821.0
08073,"Lincoln, CO",2022,40298.0
08073,"Lincoln, CO",2023,42796.0
08073,"Lincoln, CO",2024,39836.0
08075,"Logan, CO",2019,42694.0
08075,"Logan, CO",2020,43441.0
08075,"Logan, CO",2021,49769.0
08075,"Logan, CO",2022,52525.0
08075,"Logan, CO",2023,57158.0
08075,"Logan, CO",2024,57669.0
08077,"Mesa, CO",2019,45982.0
08077,"Mesa, CO",2020,48425.0
08077,"Mesa, CO",2021,53049.0
08077,"Mesa, CO",2022,55383.0
08077,"Mesa, CO",2023,57277.0
08077,"Mesa, CO",2024,59925.0
08079,"Mineral, CO",2019,64561.0
08079,"Mineral, CO",2020,64513.0
08079,"Mineral, CO",2021,68256.0
08079,"Mineral, CO",2022,72207.0
08079,"Mineral, CO",2023,78292.0
08079,"Mineral, CO",2024,80926.0
08081,"Moffat, CO",2019,40836.0
08081,"Moffat, CO",2020,44930.0
08081,"Moffat, CO",2021,46291.0
08081,"Moffat, CO",2022,49516.0
08081,"Moffat, CO",2023,52033.0
08081,"Moffat, CO",2024,54160.0
08083,"Montezuma, CO",2019,43841.0
08083,"Montezuma, CO",2020,46964.0
08083,"Montezuma, CO",2021,51326.0
08083,"Montezuma, CO",2022,51204.0
08083,"Montezuma, CO",2023,53217.0
08083,"Montezuma, CO",2024,55437.0
08085,"Montrose, CO",2019,42824.0
08085,"Montrose, CO",2020,45894.0
08085,"Montrose, CO",2021,50588.0
08085,"Montrose, CO",2022,53080.0
08085,"Montrose, CO",2023,54259.0
08085,"Montrose, CO",2024,57305.0
08087,"Morgan, CO",2019,44458.0
08087,"Morgan, CO",2020,47035.0
08087,"Morgan, CO",2021,52157.0
08087,"Morgan, CO",2022,52782.0
08087,"Morgan, CO",2023,53513.0
08087,"Morgan, CO",2024,55065.0
08089,"Otero, CO",2019,36006.0
08089,"Otero, CO",2020,39468.0
08089,"Otero, CO",2021,42381.0
08089,"Otero, CO",2022,42773.0
08089,"Otero, CO",2023,44764.0
08089,"Otero, CO",2024,47135.0
08091,"Ouray, CO",2019,65243.0
08091,"Ouray, CO",2020,72974.0
08091,"Ouray, CO",2021,83376.0
08091,"Ouray, CO",2022,83637.0
08091,"Ouray, CO",2023,86894.0
08091,"Ouray, CO",2024,91554.0
08093,"Park, CO",2019,49376.0
08093,"Park, CO",2020,52369.0
08093,"Park, CO",2021,57854.0
08093,"Park, CO",2022,59018.0
08093,"Park, CO",2023,63059.0
08093,"Park, CO",2024,65741.0
08095,"Phillips, CO",2019,41699.0
08095,"Phillips, CO",2020,43962.0
08095,"Phillips, CO",2021,51400.0
08095,"Phillips, CO",2022,56653.0
08095,"Phillips, CO",2023,57945.0
08095,"Phillips, CO",2024,54291.0
08097,"Pitkin, CO",2019,175663.0
08097,"Pitkin, CO",2020,163303.0
08097,"Pitkin, CO",2021,192190.0
08097,"Pitkin, CO",2022,232863.0
08097,"Pitkin, CO",2023,261948.0
08097,"Pitkin, CO",2024,275044.0
08099,"Prowers, CO",2019,38895.0
08099,"Prowers, CO",2020,41170.0
08099,"Prowers, CO",2021,45708.0
08099,"Prowers, CO",2022,46702.0
08099,"Prowers, CO",2023,49444.0
08099,"Prowers, CO",2024,49149.0
08101,"Pueblo, CO",2019,39476.0
08101,"Pueblo, CO",2020,43225.0
08101,"Pueblo, CO",2021,46902.0
08101,"Pueblo, CO",2022,46998.0
08101,"Pueblo, CO",2023,49023.0
08101,"Pueblo, CO",2024,51492.0
08103,"Rio Blanco, CO",2019,47894.0
08103,"Rio Blanco, CO",2020,49809.0
08103,"Rio Blanco, CO",2021,56112.0
08103,"Rio Blanco, CO",2022,59467.0
08103,"Rio Blanco, CO",2023,62930.0
08103,"Rio Blanco, CO",2024,65123.0
08105,"Rio Grande, CO",2019,47018.0
08105,"Rio Grande, CO",2020,51101.0
08105,"Rio Grande, CO",2021,55629.0
08105,"Rio Grande, CO",2022,56802.0
08105,"Rio Grande, CO",2023,62039.0
08105,"Rio Grande, CO",2024,63008.0
08107,"Routt, CO",2019,85668.0
08107,"Routt, CO",2020,91040.0
08107,"Routt, CO",2021,107106.0
08107,"Routt, CO",2022,121611.0
08107,"Routt, CO",2023,130747.0
08107,"Routt, CO",2024,136239.0
08109,"Saguache, CO",2019,37621.0
08109,"Saguache, CO",2020,40084.0
08109,"Saguache, CO",2021,43950.0
08109,"Saguache, CO",2022,41567.0
08109,"Saguache, CO",2023,44499.0
08109,"Saguache, CO",2024,43701.0
08111,"San Juan, CO",2019,49649.0
08111,"San Juan, CO",2020,53910.0
08111,"San Juan, CO",2021,58003.0
08111,"San Juan, CO",2022,51912.0
08111,"San Juan, CO",2023,54168.0
08111,"San Juan, CO",2024,59114.0
08113,"San Miguel, CO",2019,92658.0
08113,"San Miguel, CO",2020,100236.0
08113,"San Miguel, CO",2021,124453.0
08113,"San Miguel, CO",2022,145426.0
08113,"San Miguel, CO",2023,154127.0
08113,"San Miguel, CO",2024,160783.0
08115,"Sedgwick, CO",2019,41662.0
08115,"Sedgwick, CO",2020,41222.0
08115,"Sedgwick, CO",2021,52446.0
08115,"Sedgwick, CO",2022,56764.0
08115,"Sedgwick, CO",2023,56763.0
08115,"Sedgwick, CO",2024,54027.0
08117,"Summit, CO",2019,74900.0
08117,"Summit, CO",2020,76909.0
08117,"Summit, CO",2021,84710.0
08117,"Summit, CO",2022,97275.0
08117,"Summit, CO",2023,106630.0
08117,"Summit, CO",2024,112809.0
08119,"Teller, CO",2019,53374.0
08119,"Teller, CO",2020,57526.0
08119,"Teller, CO",2021,62748.0
08119,"Teller, CO",2022,62998.0
08119,"Teller, CO",2023,67518.0
08119,"Teller, CO",2024,70651.0
08121,"Washington, CO",2019,39400.0
08121,"Washington, CO",2020,41152.0
08121,"Washington, CO",2021,47644.0
08121,"Washington, CO",2022,53531.0
08121,"Washington, CO",2023,51396.0
08121,"Washington, CO",2024,48606.0
08123,"Weld, CO*",2019,49754.0
08123,"Weld, CO*",2020,52062.0
08123,"Weld, CO*",2021,56372.0
08123,"Weld, CO*",2022,59174.0
08123,"Weld, CO*",2023,61589.0
08123,"Weld, CO*",2024,63672.0
08125,"Yuma, CO",2019,43626.0
08125,"Yuma, CO",2020,41068.0
08125,"Yuma, CO",2021,49593.0
08125,"Yuma, CO",2022,52744.0
08125,"Yuma, CO",2023,56641.0
08125,"Yuma, CO",2024,54895.0
09001,"Fairfield, CT*",2019,113656.0
09001,"Fairfield, CT*",2020,113558.0
09001,"Fairfield, CT*",2021,122881.0
09001,"Fairfield, CT*",2022,131179.0
09001,"Fairfield, CT*",2023,140184.0
09001,"Fairfield, CT*",2024,0.0
09003,"Hartford, CT*",2019,63525.0
09003,"Hartford, CT*",2020,66756.0
09003,"Hartford, CT*",2021,70168.0
09003,"Hartford, CT*",2022,72127.0
09003,"Hartford, CT*",2023,75740.0
09003,"Hartford, CT*",2024,0.0
09005,"Litchfield, CT*",2019,64553.0
09005,"Litchfield, CT*",2020,69297.0
09005,"Litchfield, CT*",2021,76919.0
09005,"Litchfield, CT*",2022,77320.0
09005,"Litchfield, CT*",2023,80358.0
09005,"Litchfield, CT*",2024,0.0
09007,"Middlesex, CT*",2019,67641.0
09007,"Middlesex, CT*",2020,71094.0
09007,"Middlesex, CT*",2021,73793.0
09007,"Middlesex, CT*",2022,76651.0
09007,"Middlesex, CT*",2023,80625.0
09007,"Middlesex, CT*",2024,0.0
09009,"New Haven, CT*",2019,56438.0
09009,"New Haven, CT*",2020,59962.0
09009,"New Haven, CT*",2021,64427.0
09009,"New Haven, CT*",2022,65169.0
09009,"New Haven, CT*",2023,68131.0
09009,"New Haven, CT*",2024,0.0
09011,"New London, CT*",2019,57962.0
09011,"New London, CT*",2020,60987.0
09011,"New London, CT*",2021,64673.0
09011,"New London, CT*",2022,66678.0
09011,"New London, CT*",2023,70243.0
09011,"New London, CT*",2024,0.0
09013,"Tolland, CT*",2019,57370.0
09013,"Tolland, CT*",2020,62688.0
09013,"Tolland, CT*",2021,63309.0
09013,"Tolland, CT*",2022,64631.0
09013,"Tolland, CT*",2023,67774.0
09013,"Tolland, CT*",2024,0.0
09015,"Windham, CT*",2019,47353.0
09015,"Windham, CT*",2020,50844.0
09015,"Windham, CT*",2021,53702.0
09015,"Windham, CT*",2022,54507.0
09015,"Windham, CT*",2023,56260.0
09015,"Windham, CT*",2024,0.0
09110,"Capitol, CT*",2019,0.0
09110,"Capitol, CT*",2020,0.0
09110,"Capitol, CT*",2021,0.0
09110,"Capitol, CT*",2022,0.0
09110,"Capitol, CT*",2023,0.0
09110,"Capitol, CT*",2024,82719.0
09120,"Greater Bridgeport, CT*",2019,0.0
09120,"Greater Bridgeport, CT*",2020,0.0
09120,"Greater Bridgeport, CT*",2021,0.0
09120,"Greater Bridgeport, CT*",2022,0.0
09120,"Greater Bridgeport, CT*",2023,0.0
09120,"Greater Bridgeport, CT*",2024,106897.0
09130,"Lower Connecticut River Valley, CT*",2019,0.0
09130,"Lower Connecticut River Valley, CT*",2020,0.0
09130,"Lower Connecticut River Valley, CT*",2021,0.0
09130,"Lower Connecticut River Valley, CT*",2022,0.0
09130,"Lower Connecticut River Valley, CT*",2023,0.0
09130,"Lower Connecticut River Valley, CT*",2024,87273.0
09140,"Naugatuck Valley, CT*",2019,0.0
09140,"Naugatuck Valley, CT*",2020,0.0
09140,"Naugatuck Valley, CT*",2021,0.0
09140,"Naugatuck Valley, CT*",2022,0.0
09140,"Naugatuck Valley, CT*",2023,0.0
09140,"Naugatuck Valley, CT*",2024,72474.0
09150,"Northeastern Connecticut, CT*",2019,0.0
09150,"Northeastern Connecticut, CT*",2020,0.0
09150,"Northeastern Connecticut, CT*",2021,0.0
09150,"Northeastern Connecticut, CT*",2022,0.0
09150,"Northeastern Connecticut, CT*",2023,0.0
09150,"Northeastern Connecticut, CT*",2024,67025.0
09160,"Northwest Hills, CT*",2019,0.0
09160,"Northwest Hills, CT*",2020,0.0
09160,"Northwest Hills, CT*",2021,0.0
09160,"Northwest Hills, CT*",2022,0.0
09160,"Northwest Hills, CT*",2023,0.0
09160,"Northwest Hills, CT*",2024,83433.0
09170,"South Central Connecticut, CT*",2019,0.0
09170,"South Central Connecticut, CT*",2020,0.0
09170,"South Central Connecticut, CT*",2021,0.0
09170,"South Central Connecticut, CT*",2022,0.0
09170,"South Central Connecticut, CT*",2023,0.0
09170,"South Central Connecticut, CT*",2024,73967.0
09180,"Southeastern Connecticut, CT*",2019,0.0
09180,"Southeastern Connecticut, CT*",2020,0.0
09180,"Southeastern Connecticut, CT*",2021,0.0
