county_fips,cbsa_code,cbsa_title,metro_micro,central_outlying
51125,16820,"Charlottesville, VA",Metropolitan Statistical Area,Outlying
51540,16820,"Charlottesville, VA",Metropolitan Statistical Area,Central
13047,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Central
13083,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Outlying
13295,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Central
47065,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Central
47115,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Outlying
47153,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Outlying
56021,16940,"Cheyenne, WY",Metropolitan Statistical Area,Central
17031,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Central
17043,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Central
17063,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Outlying
17111,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Central
17197,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Central
17037,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Outlying
17089,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Central
17093,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Central
17097,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Central
18073,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Outlying
18089,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Central
18111,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Outlying
18127,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,Central
06007,17020,"Chico, CA",Metropolitan Statistical Area,Central
39141,17060,"Chillicothe, OH",Micropolitan Statistical Area,Central
18029,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
18047,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
18115,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
21015,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
21023,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
21037,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
21077,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
21081,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
21117,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
21191,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
39015,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
39017,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
39025,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
39061,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
39165,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
54017,17220,"Clarksburg, WV",Micropolitan Statistical Area,Outlying
54033,17220,"Clarksburg, WV",Micropolitan Statistical Area,Central
54091,17220,"Clarksburg, WV",Micropolitan Statistical Area,Outlying
28027,17260,"Clarksdale, MS",Micropolitan Statistical Area,Central
21047,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,Outlying
21221,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,Outlying
47125,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,Central
47161,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,Outlying
06033,17340,"Clearlake, CA",Micropolitan Statistical Area,Central
28011,17380,"Cleveland, MS",Micropolitan Statistical Area,Central
39007,17410,"Cleveland, OH",Metropolitan Statistical Area,Outlying
39035,17410,"Cleveland, OH",Metropolitan Statistical Area,Central
39055,17410,"Cleveland, OH",Metropolitan Statistical Area,Central
39085,17410,"Cleveland, OH",Metropolitan Statistical Area,Central
39093,17410,"Cleveland, OH",Metropolitan Statistical Area,Outlying
39103,17410,"Cleveland, OH",Metropolitan Statistical Area,Central
47011,17420,"Cleveland, TN",Metropolitan Statistical Area,Central
47139,17420,"Cleveland, TN",Metropolitan Statistical Area,Outlying
12043,17500,"Clewiston, FL",Micropolitan Statistical Area,Outlying
12051,17500,"Clewiston, FL",Micropolitan Statistical Area,Central
19045,17540,"Clinton, IA",Micropolitan Statistical Area,Central
35009,17580,"Clovis, NM",Micropolitan Statistical Area,Central
35041,17580,"Clovis, NM",Micropolitan Statistical Area,Outlying
72043,17620,"Coamo, PR",Micropolitan Statistical Area,Central
72133,17620,"Coamo, PR",Micropolitan Statistical Area,Central
72123,17640,"Coco, PR",Micropolitan Statistical Area,Central
56029,17650,"Cody, WY",Micropolitan Statistical Area,Central
16055,17660,"Coeur d'Alene, ID",Metropolitan Statistical Area,Central
26023,17740,"Coldwater, MI",Micropolitan Statistical Area,Central
48041,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Central
48051,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Outlying
48395,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Outlying
08041,17820,"Colorado Springs, CO",Metropolitan Statistical Area,Central
08119,17820,"Colorado Springs, CO",Metropolitan Statistical Area,Outlying
29019,17860,"Columbia, MO",Metropolitan Statistical Area,Central
29053,17860,"Columbia, MO",Metropolitan Statistical Area,Outlying
29089,17860,"Columbia, MO",Metropolitan Statistical Area,Outlying
45017,17900,"Columbia, SC",Metropolitan Statistical Area,Outlying
45039,17900,"Columbia, SC",Metropolitan Statistical Area,Outlying
45055,17900,"Columbia, SC",Metropolitan Statistical Area,Outlying
45063,17900,"Columbia, SC",Metropolitan Statistical Area,Central
45079,17900,"Columbia, SC",Metropolitan Statistical Area,Central
45081,17900,"Columbia, SC",Metropolitan Statistical Area,Outlying
01113,17980,"Columbus, GA-AL",Metropolitan Statistical Area,Central
13053,17980,"Columbus, GA-AL",Metropolitan Statistical Area,Central
13145,17980,"Columbus, GA-AL",Metropolitan Statistical Area,Outlying
13197,17980,"Columbus, GA-AL",Metropolitan Statistical Area,Outlying
13215,17980,"Columbus, GA-AL",Metropolitan Statistical Area,Central
13259,17980,"Columbus, GA-AL",Metropolitan Statistical Area,Outlying
13263,17980,"Columbus, GA-AL",Metropolitan Statistical Area,Outlying
18005,18020,"Columbus, IN",Metropolitan Statistical Area,Central
28087,18060,"Columbus, MS",Micropolitan Statistical Area,Central
28103,18060,"Columbus, MS",Micropolitan Statistical Area,Outlying
31037,18100,"Columbus, NE",Micropolitan Statistical Area,Outlying
31141,18100,"Columbus, NE",Micropolitan Statistical Area,Central
39041,18140,"Columbus, OH",Metropolitan Statistical Area,Central
39045,18140,"Columbus, OH",Metropolitan Statistical Area,Central
39049,18140,"Columbus, OH",Metropolitan Statistical Area,Central
39073,18140,"Columbus, OH",Metropolitan Statistical Area,Outlying
39089,18140,"Columbus, OH",Metropolitan Statistical Area,Outlying
39097,18140,"Columbus, OH",Metropolitan Statistical Area,Outlying
39117,18140,"Columbus, OH",Metropolitan Statistical Area,Outlying
39127,18140,"Columbus, OH",Metropolitan Statistical Area,Outlying
39129,18140,"Columbus, OH",Metropolitan Statistical Area,Outlying
39159,18140,"Columbus, OH",Metropolitan Statistical Area,Outlying
33013,18180,"Concord, NH",Micropolitan Statistical Area,Central
18041,18220,"Connersville, IN",Micropolitan Statistical Area,Central
47087,18260,"Cookeville, TN",Micropolitan Statistical Area,Outlying
47133,18260,"Cookeville, TN",Micropolitan Statistical Area,Outlying
47141,18260,"Cookeville, TN",Micropolitan Statistical Area,Central
47185,18260,"Cookeville, TN",Micropolitan Statistical Area,Outlying
41011,18300,"Coos Bay-North Bend, OR",Micropolitan Statistical Area,Central
21051,18340,"Corbin, KY",Micropolitan Statistical Area,Outlying
21121,18340,"Corbin, KY",Micropolitan Statistical Area,Central
21125,18340,"Corbin, KY",Micropolitan Statistical Area,Central
21235,18340,"Corbin, KY",Micropolitan Statistical Area,Central
13081,18380,"Cordele, GA",Micropolitan Statistical Area,Central
28003,18420,"Corinth, MS",Micropolitan Statistical Area,Central
13137,18460,"Cornelia, GA",Micropolitan Statistical Area,Central
36101,18500,"Corning, NY",Micropolitan Statistical Area,Central
48007,18580,"Corpus Christi, TX",Metropolitan Statistical Area,Outlying
48355,18580,"Corpus Christi, TX",Metropolitan Statistical Area,Central
48409,18580,"Corpus Christi, TX",Metropolitan Statistical Area,Central
48349,18620,"Corsicana, TX",Micropolitan Statistical Area,Central
36023,18660,"Cortland, NY",Micropolitan Statistical Area,Central
41003,18700,"Corvallis, OR",Metropolitan Statistical Area,Central
39031,18740,"Coshocton, OH",Micropolitan Statistical Area,Central
18107,18820,"Crawfordsville, IN",Micropolitan Statistical Area,Central
06015,18860,"Crescent City, CA",Micropolitan Statistical Area,Central
12091,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,Central
12131,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,Central
47035,18900,"Crossville, TN",Micropolitan Statistical Area,Central
01043,18980,"Cullman, AL",Micropolitan Statistical Area,Central
24001,19060,"Cumberland, MD-WV",Micropolitan Statistical Area,Central
54057,19060,"Cumberland, MD-WV",Micropolitan Statistical Area,Outlying
48085,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central
48113,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central
48121,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Outlying
48139,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central
48231,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Outlying
48257,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Outlying
48397,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central
48251,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central
48367,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Outlying
48439,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central
48497,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Outlying
13213,19140,"Dalton, GA",Metropolitan Statistical Area,Outlying
13313,19140,"Dalton, GA",Metropolitan Statistical Area,Central
17183,19180,"Danville, IL",Micropolitan Statistical Area,Central
21021,19220,"Danville, KY",Micropolitan Statistical Area,Central
21137,19220,"Danville, KY",Micropolitan Statistical Area,Outlying
51143,19260,"Danville, VA",Micropolitan Statistical Area,Central
51590,19260,"Danville, VA",Micropolitan Statistical Area,Central
01003,19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,Central
17073,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Outlying
17131,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Outlying
17161,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Central
19163,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Central
39057,19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Central
39109,19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Outlying
39113,19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Central
01079,19460,"Decatur, AL",Metropolitan Statistical Area,Outlying
01103,19460,"Decatur, AL",Metropolitan Statistical Area,Central
17115,19500,"Decatur, IL",Metropolitan Statistical Area,Central
18001,19540,"Decatur, IN",Micropolitan Statistical Area,Central
39039,19580,"Defiance, OH",Micropolitan Statistical Area,Central
48465,19620,"Del Rio, TX",Micropolitan Statistical Area,Central
12035,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Central
12127,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Central
35029,19700,"Deming, NM",Micropolitan Statistical Area,Central
08001,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Central
08005,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Central
08014,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Central
08019,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Outlying
08031,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Central
08035,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Central
08039,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Outlying
08047,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Outlying
08059,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Central
08093,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Outlying
22011,19760,"DeRidder, LA",Micropolitan Statistical Area,Central
19049,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Central
19077,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Outlying
19099,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Outlying
19121,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Outlying
19153,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Central
19181,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Outlying
27005,19810,"Detroit Lakes, MN",Micropolitan Statistical Area,Central
26163,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Central
26087,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Outlying
26093,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Outlying
26099,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Central
26125,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Central
26147,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Outlying
38007,19860,"Dickinson, ND",Micropolitan Statistical Area,Outlying
38025,19860,"Dickinson, ND",Micropolitan Statistical Area,Outlying
38089,19860,"Dickinson, ND",Micropolitan Statistical Area,Central
17103,19940,"Dixon, IL",Micropolitan Statistical Area,Central
20057,19980,"Dodge City, KS",Micropolitan Statistical Area,Central
01061,20020,"Dothan, AL",Metropolitan Statistical Area,Outlying
01067,20020,"Dothan, AL",Metropolitan Statistical Area,Outlying
01069,20020,"Dothan, AL",Metropolitan Statistical Area,Central
13003,20060,"Douglas, GA",Micropolitan Statistical Area,Outlying
13069,20060,"Douglas, GA",Micropolitan Statistical Area,Central
10001,20100,"Dover, DE",Metropolitan Statistical Area,Central
13167,20140,"Dublin, GA",Micropolitan Statistical Area,Outlying
13175,20140,"Dublin, GA",Micropolitan Statistical Area,Central
42033,20180,"DuBois, PA",Micropolitan Statistical Area,Central
19061,20220,"Dubuque, IA",Metropolitan Statistical Area,Central
27017,20260,"Duluth, MN-WI",Metropolitan Statistical Area,Outlying
27137,20260,"Duluth, MN-WI",Metropolitan Statistical Area,Central
55031,20260,"Duluth, MN-WI",Metropolitan Statistical Area,Central
48341,20300,"Dumas, TX",Micropolitan Statistical Area,Central
40137,20340,"Duncan, OK",Micropolitan Statistical Area,Central
08067,20420,"Durango, CO",Micropolitan Statistical Area,Central
40013,20460,"Durant, OK",Micropolitan Statistical Area,Central
37037,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Central
37063,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Central
37135,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Central
37145,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,Outlying
47045,20540,"Dyersburg, TN",Micropolitan Statistical Area,Central
48323,20580,"Eagle Pass, TX",Metropolitan Statistical Area,Central
24041,20660,"Easton, MD",Micropolitan Statistical Area,Central
42089,20700,"East Stroudsburg, PA",Micropolitan Statistical Area,Central
55017,20740,"Eau Claire, WI",Metropolitan Statistical Area,Central
55035,20740,"Eau Claire, WI",Metropolitan Statistical Area,Central
08037,20780,"Edwards, CO",Micropolitan Statistical Area,Central
17035,20820,"Effingham, IL",Micropolitan Statistical Area,Outlying
17049,20820,"Effingham, IL",Micropolitan Statistical Area,Central
48481,20900,"El Campo, TX",Micropolitan Statistical Area,Central
06025,20940,"El Centro, CA",Metropolitan Statistical Area,Central
05139,20980,"El Dorado, AR",Micropolitan Statistical Area,Central
37139,21020,"Elizabeth City, NC",Micropolitan Statistical Area,Central
21093,21060,"Elizabethtown, KY",Metropolitan Statistical Area,Central
21123,21060,"Elizabethtown, KY",Metropolitan Statistical Area,Outlying
40009,21120,"Elk City, OK",Micropolitan Statistical Area,Central
18039,21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,Central
54083,21180,"Elkins, WV",Micropolitan Statistical Area,Central
32007,21220,"Elko, NV",Micropolitan Statistical Area,Central
32011,21220,"Elko, NV",Micropolitan Statistical Area,Outlying
53037,21260,"Ellensburg, WA",Micropolitan Statistical Area,Central
36015,21300,"Elmira, NY",Metropolitan Statistical Area,Central
48141,21340,"El Paso, TX",Metropolitan Statistical Area,Central
48229,21340,"El Paso, TX",Metropolitan Statistical Area,Outlying
20017,21380,"Emporia, KS",Micropolitan Statistical Area,Outlying
20111,21380,"Emporia, KS",Micropolitan Statistical Area,Central
40047,21420,"Enid, OK",Metropolitan Statistical Area,Central
01031,21460,"Enterprise, AL",Micropolitan Statistical Area,Central
42049,21500,"Erie, PA",Metropolitan Statistical Area,Central
26041,21540,"Escanaba, MI",Micropolitan Statistical Area,Central
35039,21580,"Española, NM",Micropolitan Statistical Area,Central
01005,21640,"Eufaula, AL-GA",Micropolitan Statistical Area,Central
13239,21640,"Eufaula, AL-GA",Micropolitan Statistical Area,Outlying
41039,21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,Central
06023,21700,"Eureka-Arcata, CA",Micropolitan Statistical Area,Central
49033,21740,"Evanston, WY-UT",Micropolitan Statistical Area,Outlying
56041,21740,"Evanston, WY-UT",Micropolitan Statistical Area,Central
18129,21780,"Evansville, IN",Metropolitan Statistical Area,Outlying
18163,21780,"Evansville, IN",Metropolitan Statistical Area,Central
18173,21780,"Evansville, IN",Metropolitan Statistical Area,Central
02090,21820,"Fairbanks-College, AK",Metropolitan Statistical Area,Central
27091,21860,"Fairmont, MN",Micropolitan Statistical Area,Central
54049,21900,"Fairmont, WV",Micropolitan Statistical Area,Central
32001,21980,"Fallon, NV",Micropolitan Statistical Area,Central
27027,22020,"Fargo, ND-MN",Metropolitan Statistical Area,Central
38017,22020,"Fargo, ND-MN",Metropolitan Statistical Area,Central
27131,22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,Central
29187,22100,"Farmington, MO",Micropolitan Statistical Area,Central
35045,22140,"Farmington, NM",Metropolitan Statistical Area,Central
37051,22180,"Fayetteville, NC",Metropolitan Statistical Area,Central
37093,22180,"Fayetteville, NC",Metropolitan Statistical Area,Central
47103,22190,"Fayetteville, TN",Micropolitan Statistical Area,Central
05007,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Central
05087,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Outlying
05143,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Central
27111,22260,"Fergus Falls, MN",Micropolitan Statistical Area,Central
39063,22300,"Findlay, OH",Micropolitan Statistical Area,Central
13017,22340,"Fitzgerald, GA",Micropolitan Statistical Area,Central
04005,22380,"Flagstaff, AZ",Metropolitan Statistical Area,Central
26049,22420,"Flint, MI",Metropolitan Statistical Area,Central
45031,22500,"Florence, SC",Metropolitan Statistical Area,Outlying
45041,22500,"Florence, SC",Metropolitan Statistical Area,Central
01033,22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,Central
01077,22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,Central
55039,22540,"Fond du Lac, WI",Metropolitan Statistical Area,Central
37161,22580,"Forest City, NC",Micropolitan Statistical Area,Central
05123,22620,"Forrest City, AR",Micropolitan Statistical Area,Central
08069,22660,"Fort Collins-Loveland, CO",Metropolitan Statistical Area,Central
19187,22700,"Fort Dodge, IA",Micropolitan Statistical Area,Central
29169,22780,"Fort Leonard Wood, MO",Micropolitan Statistical Area,Central
19111,22800,"Fort Madison, IA",Micropolitan Statistical Area,Central
08087,22820,"Fort Morgan, CO",Micropolitan Statistical Area,Central
01049,22840,"Fort Payne, AL",Micropolitan Statistical Area,Central
05033,22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Central
05131,22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Central
40135,22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Outlying
18003,23060,"Fort Wayne, IN",Metropolitan Statistical Area,Central
18179,23060,"Fort Wayne, IN",Metropolitan Statistical Area,Outlying
18183,23060,"Fort Wayne, IN",Metropolitan Statistical Area,Outlying
18023,23140,"Frankfort, IN",Micropolitan Statistical Area,Central
21005,23180,"Frankfort, KY",Micropolitan Statistical Area,Outlying
21073,23180,"Frankfort, KY",Micropolitan Statistical Area,Central
21213,23190,"Franklin, KY",Micropolitan Statistical Area,Central
48171,23240,"Fredericksburg, TX",Micropolitan Statistical Area,Central
17177,23300,"Freeport, IL",Micropolitan Statistical Area,Central
31053,23340,"Fremont, NE",Micropolitan Statistical Area,Central
39143,23380,"Fremont, OH",Micropolitan Statistical Area,Central
06019,23420,"Fresno, CA",Metropolitan Statistical Area,Central
06039,23420,"Fresno, CA",Metropolitan Statistical Area,Outlying
01055,23460,"Gadsden, AL",Metropolitan Statistical Area,Central
45021,23500,"Gaffney, SC",Micropolitan Statistical Area,Central
12001,23540,"Gainesville, FL",Metropolitan Statistical Area,Central
12041,23540,"Gainesville, FL",Metropolitan Statistical Area,Outlying
12075,23540,"Gainesville, FL",Metropolitan Statistical Area,Outlying
13139,23580,"Gainesville, GA",Metropolitan Statistical Area,Central
48097,23620,"Gainesville, TX",Micropolitan Statistical Area,Central
17095,23660,"Galesburg, IL",Micropolitan Statistical Area,Central
39053,23680,"Gallipolis, OH",Micropolitan Statistical Area,Central
35031,23700,"Gallup, NM",Micropolitan Statistical Area,Central
20055,23780,"Garden City, KS",Micropolitan Statistical Area,Central
06003,23820,"Gardnerville Ranchos, NV-CA",Micropolitan Statistical Area,Outlying
32005,23820,"Gardnerville Ranchos, NV-CA",Micropolitan Statistical Area,Central
42001,23900,"Gettysburg, PA",Metropolitan Statistical Area,Central
56005,23940,"Gillette, WY",Micropolitan Statistical Area,Central
21009,23980,"Glasgow, KY",Micropolitan Statistical Area,Central
21169,23980,"Glasgow, KY",Micropolitan Statistical Area,Outlying
36113,24020,"Glens Falls, NY",Metropolitan Statistical Area,Central
36115,24020,"Glens Falls, NY",Metropolitan Statistical Area,Central
36035,24100,"Gloversville, NY",Micropolitan Statistical Area,Central
37191,24140,"Goldsboro, NC",Metropolitan Statistical Area,Central
48221,24180,"Granbury, TX",Micropolitan Statistical Area,Central
27119,24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,Central
38035,24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,Central
31079,24260,"Grand Island, NE",Metropolitan Statistical Area,Central
31093,24260,"Grand Island, NE",Metropolitan Statistical Area,Outlying
31121,24260,"Grand Island, NE",Metropolitan Statistical Area,Outlying
08077,24300,"Grand Junction, CO",Metropolitan Statistical Area,Central
27061,24330,"Grand Rapids, MN",Micropolitan Statistical Area,Central
26015,24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,Outlying
26067,24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,Outlying
26081,24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,Central
26117,24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,Outlying
26139,24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,Outlying
41033,24420,"Grants Pass, OR",Metropolitan Statistical Area,Central
20009,24460,"Great Bend, KS",Micropolitan Statistical Area,Central
30013,24500,"Great Falls, MT",Metropolitan Statistical Area,Central
08123,24540,"Greeley, CO",Metropolitan Statistical Area,Central
55009,24580,"Green Bay, WI",Metropolitan Statistical Area,Central
55061,24580,"Green Bay, WI",Metropolitan Statistical Area,Outlying
55083,24580,"Green Bay, WI",Metropolitan Statistical Area,Outlying
18133,24600,"Greencastle, IN",Micropolitan Statistical Area,Central
47059,24620,"Greeneville, TN",Micropolitan Statistical Area,Central
25011,24640,"Greenfield, MA",Micropolitan Statistical Area,Central
37081,24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,Central
37151,24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,Outlying
37157,24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,Outlying
18031,24700,"Greensburg, IN",Micropolitan Statistical Area,Central
28151,24740,"Greenville, MS",Micropolitan Statistical Area,Central
37147,24780,"Greenville, NC",Metropolitan Statistical Area,Central
39037,24820,"Greenville, OH",Micropolitan Statistical Area,Central
45007,24860,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,Outlying
45045,24860,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,Central
45059,24860,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,Outlying
45077,24860,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,Central
28015,24900,"Greenwood, MS",Micropolitan Statistical Area,Outlying
28083,24900,"Greenwood, MS",Micropolitan Statistical Area,Central
45001,24940,"Greenwood, SC",Micropolitan Statistical Area,Outlying
45047,24940,"Greenwood, SC",Micropolitan Statistical Area,Central
28043,24980,"Grenada, MS",Micropolitan Statistical Area,Central
28097,24980,"Grenada, MS",Micropolitan Statistical Area,Outlying
72015,25020,"Guayama, PR",Metropolitan Statistical Area,Central
72057,25020,"Guayama, PR",Metropolitan Statistical Area,Central
72109,25020,"Guayama, PR",Metropolitan Statistical Area,Central
28045,25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,Central
28047,25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,Central
28059,25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,Outlying
28131,25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,Outlying
40139,25100,"Guymon, OK",Micropolitan Statistical Area,Central
24043,25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Central
54003,25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Central
54065,25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Outlying
16013,25200,"Hailey, ID",Micropolitan Statistical Area,Central
16025,25200,"Hailey, ID",Micropolitan Statistical Area,Outlying
16063,25200,"Hailey, ID",Micropolitan Statistical Area,Outlying
22105,25220,"Hammond, LA",Metropolitan Statistical Area,Central
06031,25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,Central
29127,25300,"Hannibal, MO",Micropolitan Statistical Area,Central
29173,25300,"Hannibal, MO",Micropolitan Statistical Area,Outlying
42041,25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Central
42043,25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Central
42099,25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Outlying
05009,25460,"Harrison, AR",Micropolitan Statistical Area,Central
05101,25460,"Harrison, AR",Micropolitan Statistical Area,Outlying
51165,25500,"Harrisonburg, VA",Metropolitan Statistical Area,Central
51660,25500,"Harrisonburg, VA",Metropolitan Statistical Area,Central
09110,25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Central
